TEAM,GAMES,POINTS,2PM,2PA,2P%,3PM,3PA,3P%,SM,SA,S%,FTM,FTA,FTP,OREB,DREB,TREB,AST,PF,FF,TOV,STL,BLK,RBLK,EVAL,PLUS_MINUS,YEAR
Asseco Prokom 2 Gdynia,33.0,80.0,22.8,42.4,53.8,7.3,22.3,32.8,30.1,64.7,46.6,12.5,18.3,68.3,10.61,23.85,34.45,15.7,20.3,19.15,15.6,12.52,2.15,2.67,88.9,,2008/2009
PTG Sokół Łańcut,30.0,69.3,18.2,38.2,47.6,7.3,23.7,30.7,25.4,61.8,41.1,11.2,16.7,67.1,10.67,21.47,32.13,12.5,20.47,17.97,12.9,11.6,2.77,3.0,73.5,,2008/2009
Resovia Rzeszów,32.0,81.2,23.5,39.4,59.8,6.7,18.0,37.0,30.2,57.4,52.6,14.2,20.2,70.0,9.75,26.25,36.0,18.3,20.94,19.72,16.8,9.97,3.41,0.63,98.8,,2008/2009
AZS PWSZ Kalisz,34.0,73.3,19.2,36.7,52.2,7.2,21.7,33.4,26.4,58.4,45.2,13.3,19.3,68.9,9.24,24.94,34.18,12.7,18.71,19.21,13.8,8.24,2.5,1.74,79.2,,2008/2009
Żubry Białystok,33.0,72.5,19.6,41.1,47.7,6.8,20.2,33.8,26.4,61.3,43.1,12.8,17.8,71.8,10.3,22.39,32.7,13.4,21.61,19.39,16.7,10.15,2.85,3.61,74.9,,2008/2009
ŁKS Łódź,35.0,74.1,17.5,36.5,47.8,7.9,23.5,33.4,25.3,60.1,42.1,15.6,21.7,71.6,8.0,19.94,27.94,13.6,21.09,22.06,13.1,9.09,3.31,1.26,74.0,,2008/2009
KS AZS AWF Katowice,34.0,75.5,22.0,38.7,56.8,5.9,17.6,33.3,27.9,56.3,49.5,13.9,19.2,72.5,9.09,22.79,31.88,14.2,19.65,18.62,15.6,7.88,3.18,1.62,83.4,,2008/2009
Znicz Basket Pruszków,35.0,76.4,18.9,36.2,52.3,6.9,22.0,31.3,25.8,58.2,44.4,17.8,25.7,69.3,10.4,21.89,32.29,13.1,21.4,22.86,14.5,10.49,2.57,2.0,80.1,,2008/2009
Miasto Szkła Krosno,35.0,71.5,17.9,36.2,49.5,6.9,22.0,31.3,24.8,58.2,42.6,15.0,22.3,67.4,9.23,22.4,31.63,11.7,20.0,20.94,14.6,8.57,2.86,1.97,71.0,,2008/2009
KS Sudety Jelenia Góra,33.0,70.7,18.2,34.8,52.2,7.0,21.1,33.2,25.2,55.9,45.0,13.4,19.4,69.2,8.36,19.67,28.03,12.1,20.3,19.48,12.2,9.06,2.64,1.0,73.7,,2008/2009
MKS Dąbrowa Górnicza,30.0,68.7,18.3,37.6,48.6,6.4,20.4,31.2,24.7,58.1,42.5,13.0,19.6,66.5,9.3,20.97,30.27,11.4,20.3,19.9,15.6,10.23,2.97,3.13,68.1,,2008/2009
Polonia 2011 Warszawa,39.0,74.5,18.4,38.7,47.6,7.3,23.4,31.0,25.7,62.2,41.3,15.9,23.3,68.4,9.49,21.77,31.26,13.2,20.95,22.46,17.0,11.44,2.26,3.44,71.9,,2008/2009
Siarka Tarnobrzeg,33.0,71.4,20.3,38.2,53.2,5.6,20.2,28.0,26.0,58.4,44.5,13.8,20.5,67.6,8.82,21.73,30.55,11.9,24.3,22.33,17.8,9.76,2.73,3.18,69.5,,2008/2009
Stal Stalowa Wola,42.0,69.6,18.8,38.4,48.9,6.4,21.0,30.5,25.2,59.3,42.4,12.8,17.7,72.3,9.12,21.52,30.64,11.6,21.0,18.33,14.4,9.33,2.5,2.88,70.1,,2008/2009
Zastal Intermarche Zielona Góra,36.0,66.9,17.0,36.0,47.3,6.3,19.6,31.9,23.3,55.6,41.9,14.1,21.3,65.9,8.19,20.86,29.06,11.3,21.25,21.0,14.4,10.39,3.03,1.39,66.6,,2008/2009
PTG Sokół Łańcut,38.0,69.5,17.5,35.6,49.0,6.8,21.6,31.5,24.3,57.2,42.4,14.2,19.6,72.5,9.95,20.97,30.92,12.7,20.68,16.34,15.3,8.03,2.08,1.53,69.6,,2007/2008
Żubry Białystok,30.0,75.5,18.9,37.1,50.9,8.2,23.6,34.7,27.1,60.7,44.6,13.2,18.8,69.9,9.6,23.6,33.2,12.2,21.6,18.9,14.3,8.3,2.87,2.2,78.5,,2007/2008
PBG Basket Poznań,35.0,75.6,17.1,37.0,46.3,8.5,28.1,30.4,25.7,65.1,39.4,15.7,21.8,72.2,10.63,19.49,30.11,13.4,21.97,20.2,12.6,10.46,2.51,1.69,73.9,,2007/2008
Resovia Rzeszów,34.0,71.7,18.3,36.6,50.1,7.0,22.5,31.0,25.3,59.1,42.8,14.1,20.2,69.8,9.94,21.38,31.32,13.9,22.5,19.09,15.7,10.59,3.06,1.21,75.1,,2007/2008
MKKS Rybnik,30.0,83.1,22.0,37.5,58.8,7.0,21.5,32.4,29.0,59.0,49.2,18.1,26.2,69.2,9.67,26.2,35.87,14.5,22.03,19.57,16.2,8.4,2.67,0.53,90.2,,2007/2008
Tarnovia Tarnowo Podgórne,35.0,82.7,23.5,42.7,55.2,6.5,17.7,36.6,30.0,60.4,49.7,16.1,23.4,68.9,10.03,24.31,34.34,14.3,19.57,15.6,13.1,9.43,2.94,2.0,92.9,,2007/2008
MKS Start AZS Lublin,35.0,83.7,21.5,39.3,54.7,8.0,24.4,32.9,29.5,63.7,46.3,16.7,25.1,66.5,10.46,22.8,33.26,15.9,20.26,22.86,13.5,13.29,3.46,1.86,93.4,,2007/2008
GKS Tychy,34.0,71.5,19.0,37.4,50.7,7.6,21.7,34.9,26.5,59.0,44.9,10.9,15.4,70.7,8.79,20.18,28.97,14.9,19.76,16.21,13.1,8.97,1.76,3.18,75.9,,2007/2008
Asseco Prokom 2 Gdynia,30.0,81.4,20.8,42.0,49.5,8.2,22.4,36.6,29.0,64.4,45.0,15.2,23.6,64.6,11.47,23.4,34.87,15.2,18.87,20.57,15.5,11.7,2.63,3.77,86.5,,2007/2008
Znicz Basket Pruszków,35.0,77.2,19.3,39.9,48.5,7.5,20.8,35.9,26.8,60.7,44.2,16.1,23.7,68.0,10.14,23.06,33.2,13.4,22.66,20.26,15.1,10.49,2.29,2.17,80.0,,2007/2008
Polonia 2011 Warszawa,30.0,74.9,19.7,38.1,51.7,6.8,21.2,32.0,26.4,59.2,44.6,15.3,22.4,68.3,9.6,22.7,32.3,13.5,22.07,20.07,17.3,11.23,2.73,2.37,77.4,,2007/2008
Siarka Tarnobrzeg,35.0,80.0,21.7,38.2,56.7,7.2,21.7,33.0,28.8,59.9,48.1,15.1,21.2,71.3,9.97,22.74,32.71,15.5,24.2,19.8,15.9,8.4,2.51,2.23,86.0,,2007/2008
Sportino Inowrocław,40.0,63.0,16.2,34.3,47.3,5.7,17.8,31.8,21.9,52.0,42.0,13.7,19.8,68.9,7.15,21.6,28.75,11.7,20.93,18.38,14.7,8.4,2.6,1.6,63.5,,2007/2008
Stal Stalowa Wola,39.0,77.1,20.7,40.4,51.2,7.2,20.4,35.2,27.9,60.8,45.8,14.1,19.8,71.3,9.56,24.31,33.87,12.9,21.77,19.79,13.1,8.28,2.92,2.41,83.3,,2007/2008
Wiecko Zastal Zielona Góra,34.0,64.6,15.3,33.4,45.6,6.8,22.0,30.8,22.0,55.4,39.8,13.7,20.3,67.7,8.15,19.85,28.0,11.5,20.26,20.65,13.0,8.59,2.06,2.76,61.8,,2007/2008
Znicz Jarosław,42.0,75.0,18.6,37.5,49.7,8.6,25.4,34.0,27.3,62.9,43.4,11.8,17.5,67.5,9.93,17.83,27.76,13.5,20.43,16.5,12.4,9.29,2.43,2.0,74.2,,2007/2008
PTG Sokół Łańcut,26.0,73.6,18.7,36.4,51.4,6.9,20.9,32.9,25.6,57.3,44.7,15.5,21.6,71.9,9.31,22.77,32.08,14.6,21.62,,16.1,10.27,1.81,,78.5,,2006/2007
Tarnovia Tarnowo Podgórne,28.0,78.9,22.6,41.0,55.2,5.0,14.2,35.2,27.6,55.2,50.1,18.6,25.0,74.4,7.39,21.07,28.46,11.4,19.71,,11.5,8.46,1.32,,83.1,,2006/2007
PBG Basket Poznań,31.0,81.4,21.9,38.3,57.3,7.3,21.3,34.1,29.2,59.6,49.0,15.7,21.3,73.7,7.19,22.1,29.29,13.7,20.35,,14.5,9.71,2.58,,86.1,,2006/2007
Resovia Rzeszów,29.0,79.9,21.1,40.0,52.9,7.4,22.3,33.2,28.6,62.3,45.8,15.4,20.2,76.4,10.34,22.9,33.24,14.2,25.52,,15.1,10.17,2.17,,86.1,,2006/2007
Sportowiec Częstochowa,27.0,83.7,21.6,39.5,54.6,8.2,21.8,37.6,29.7,61.3,48.5,16.0,22.3,71.6,10.15,23.04,33.19,17.7,23.67,,15.3,10.52,3.11,,95.0,,2006/2007
MKS Start AZS Lublin,25.0,80.5,19.2,38.2,50.3,8.5,25.6,33.3,27.7,63.7,43.5,16.6,23.0,72.0,8.96,20.96,29.92,15.1,23.56,,15.1,12.88,2.48,,83.4,,2006/2007
Znicz Basket Pruszków,31.0,83.2,21.2,40.8,51.9,6.9,21.2,32.4,28.0,62.0,45.2,20.2,26.6,76.2,10.81,22.35,33.16,14.6,24.45,,15.6,11.06,2.29,,88.5,,2006/2007
Basket Kwidzyn,37.0,73.1,19.2,36.2,53.1,6.1,19.7,30.9,25.3,55.9,45.3,16.4,22.8,71.8,7.35,20.76,28.11,11.4,21.3,,15.6,8.38,2.16,,70.6,,2006/2007
Górnik Wałbrzych,37.0,74.8,18.0,34.6,51.9,7.5,23.8,31.5,25.4,58.4,43.6,16.5,23.1,71.3,7.14,18.16,25.3,14.3,23.68,,13.9,11.41,2.81,,75.2,,2006/2007
Grono Zielona Góra,33.0,62.9,15.6,33.5,46.7,5.4,17.8,30.3,21.0,51.3,41.0,15.5,22.3,69.4,7.33,21.48,28.82,9.7,20.18,,14.5,9.27,2.03,,61.2,,2006/2007
Siarka Tarnobrzeg,30.0,81.6,23.5,41.1,57.1,6.6,19.7,33.6,30.1,60.9,49.5,14.7,19.6,75.0,9.87,21.4,31.27,16.3,23.4,,17.1,10.43,2.73,,89.6,,2006/2007
Sportino Inowrocław,35.0,73.7,17.5,36.0,48.5,7.3,20.9,34.7,24.7,57.0,43.4,17.0,23.1,73.4,8.97,21.23,30.2,14.6,21.6,,15.1,10.17,2.94,,78.2,,2006/2007
Spójnia Stargard Szcz.,31.0,75.8,21.2,41.6,51.0,5.9,17.5,33.5,27.1,59.1,45.8,15.7,21.4,73.5,10.58,24.32,34.9,12.7,20.94,,13.1,9.1,1.94,,83.7,,2006/2007
Stal Stalowa Wola,30.0,77.5,22.2,44.5,49.8,6.1,18.5,33.2,28.3,63.0,44.9,14.8,20.7,71.2,9.43,21.1,30.53,11.9,22.8,,12.9,9.93,2.5,,78.8,,2006/2007
CZELADZKI KLUB SPORTOWY 1924 (CKS) Czeladź,37.0,81.4,21.1,38.7,54.6,7.7,21.2,36.1,28.8,59.9,48.1,16.1,22.1,72.9,9.84,21.51,31.35,14.6,22.41,,17.3,9.7,2.08,,84.8,,2005/2006
KS Legion Legionowo,33.0,77.5,20.3,38.8,52.4,7.2,20.6,35.1,27.6,59.4,46.4,15.2,21.6,70.5,8.52,20.45,28.97,11.8,23.36,,16.7,11.58,1.91,,76.9,,2005/2006
PBG Basket Poznań,37.0,82.4,21.6,39.0,55.3,7.3,21.8,33.4,28.8,60.8,47.4,17.4,23.7,73.6,10.27,21.49,31.76,10.4,25.41,,16.7,9.95,2.11,,81.8,,2005/2006
Sportowiec Częstochowa,33.0,82.3,21.2,41.7,50.8,8.2,24.6,33.5,29.5,66.4,44.4,15.2,20.8,73.0,11.36,22.45,33.82,15.5,21.39,,14.5,10.12,2.33,,87.0,,2005/2006
Znicz Basket Pruszków,32.0,79.0,18.7,37.6,49.7,7.8,23.8,32.7,26.5,61.4,43.1,18.3,25.2,72.5,10.72,20.84,31.56,15.0,22.0,,17.0,12.75,2.53,,82.0,,2005/2006
AZS Politechnika Radomska,37.0,78.2,21.4,40.5,52.8,7.3,22.1,32.9,28.7,62.6,45.8,13.6,18.7,72.7,10.03,23.16,33.19,13.4,21.51,,14.7,9.97,3.08,,84.2,,2005/2006
PTG Sokół Łańcut,34.0,74.7,18.6,34.5,53.9,7.3,21.6,33.9,25.9,56.1,46.2,15.5,21.2,73.3,8.06,22.44,30.5,14.0,22.79,,17.2,9.21,2.29,,77.7,,2005/2006
KS AZS AWF Katowice,37.0,87.4,26.0,45.7,56.7,5.9,16.6,35.3,31.8,62.4,51.0,17.9,24.7,72.2,10.16,22.35,32.51,18.0,20.41,,15.5,11.84,2.46,,99.2,,2005/2006
Basket Kwidzyn,34.0,72.7,21.9,41.2,53.1,4.8,15.6,30.6,26.7,56.8,46.9,14.6,20.2,72.4,7.32,21.44,28.76,10.3,20.18,,12.8,7.32,2.18,,72.7,,2005/2006
Górnik Wałbrzych,33.0,78.2,18.9,35.3,53.4,8.2,22.0,37.0,27.0,57.4,47.1,16.0,23.0,69.6,8.24,18.97,27.21,14.8,21.33,,15.3,11.3,2.52,,81.4,,2005/2006
Grono Zielona Góra,40.0,69.6,17.2,35.8,47.9,6.3,18.9,33.4,23.5,54.7,42.9,16.4,23.0,71.2,7.78,24.48,32.25,11.0,21.45,,14.7,8.15,2.93,,71.3,,2005/2006
Siarka Tarnobrzeg,36.0,76.5,22.1,41.0,54.0,5.8,18.5,31.2,27.9,59.5,46.9,14.9,19.9,75.0,8.97,22.67,31.64,13.0,22.61,,16.8,11.42,2.17,,81.4,,2005/2006
Sokołów Znicz Jarosław,39.0,74.4,19.3,39.5,48.9,7.5,22.4,33.3,26.8,61.9,43.2,13.4,17.9,75.0,8.28,16.41,24.69,12.5,23.51,,14.9,9.67,2.26,,69.0,,2005/2006
Spójnia Stargard Szcz.,34.0,78.6,22.7,44.6,50.9,5.9,19.1,31.2,28.6,63.7,45.0,15.4,20.9,73.8,11.0,21.03,32.03,12.1,20.56,,12.9,9.94,2.32,,81.5,,2005/2006
Stal Stalowa Wola,35.0,77.6,22.7,46.3,49.1,6.4,19.7,32.6,29.1,66.0,44.1,12.9,19.8,65.0,11.14,22.94,34.09,14.1,23.17,,14.6,9.97,3.17,,80.5,,2005/2006
Viking Gdynia,41.0,75.2,19.1,37.4,51.0,7.2,21.7,33.3,26.3,59.1,44.5,15.3,20.6,74.0,7.85,21.41,29.27,12.9,21.0,,12.2,9.22,1.93,,78.1,,2005/2006
